asset_id,type,section,name_ru,name_latin,local_path,source_url,source_page,author,license,license_url,attribution_required,status,risk,decision,permission_candidate,notes
species-image:Бронзовка гладкая,species_image,species catalog,Бронзовка гладкая,Protaetia,backend/media/species/protaetia-aeruginosa.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Protaetia_aeruginosa.Habitus.jpg/960px-Protaetia_aeruginosa.Habitus.jpg,https://commons.wikimedia.org/wiki/File:Protaetia_aeruginosa.Habitus.jpg,Szaboimi,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Protaetia aeruginosa.Habitus.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Вьюнковый бражник,species_image,species catalog,Вьюнковый бражник,Agrius,backend/media/species/agrius-convolvuli.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Agrius_convolvuli_-_MHNT_CUT_2010_0_470_-_Gironde_France_-_Female.jpg/960px-Agrius_convolvuli_-_MHNT_CUT_2010_0_470_-_Gironde_France_-_Female.jpg,https://commons.wikimedia.org/wiki/File:Agrius_convolvuli_-_MHNT_CUT_2010_0_470_-_Gironde_France_-_Female.jpg,Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Agrius convolvuli - MHNT CUT 2010 0 470 - Gironde France - Female.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Галатея,species_image,species catalog,Галатея,Melanargia,backend/media/species/melanargia-galathea.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Melanargia_galathea_MHNT_ventre.jpg/960px-Melanargia_galathea_MHNT_ventre.jpg,https://commons.wikimedia.org/wiki/File:Melanargia_galathea_MHNT_ventre.jpg,Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Melanargia galathea MHNT ventre.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Голубая ленточница,species_image,species catalog,Голубая ленточница,Catocala fraxini,backend/media/species/catocala-fraxini.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Catocala_fraxini1.jpg/960px-Catocala_fraxini1.jpg,https://commons.wikimedia.org/wiki/File:Catocala_fraxini1.jpg,Wikimedia Commons contributor,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Catocala fraxini1.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Голубянка аргирогномон,species_image,species catalog,Голубянка аргирогномон,Plebejus argyrognomon,backend/media/species/plebejus-argyrognomon.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/%28MHNT%29_Plebejus_argyrognomon_-_Roztocze_Poland_-_male.jpg/960px-%28MHNT%29_Plebejus_argyrognomon_-_Roztocze_Poland_-_male.jpg,https://commons.wikimedia.org/wiki/File:(MHNT)_Plebejus_argyrognomon_-_Roztocze_Poland_-_male.jpg,Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:(MHNT) Plebejus argyrognomon - Roztocze Poland - male.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Голубянка красивая,species_image,species catalog,Голубянка красивая,Polyommatus bellargus,backend/media/species/polyommatus-bellargus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Polyommatus_bellargus_male%2C_Aveyron%2C_France_-_Diliff.jpg/960px-Polyommatus_bellargus_male%2C_Aveyron%2C_France_-_Diliff.jpg,"https://commons.wikimedia.org/wiki/File:Polyommatus_bellargus_male,_Aveyron,_France_-_Diliff.jpg",Diliff,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,"Commons search; Wikimedia Commons file File:Polyommatus bellargus male, Aveyron, France - Diliff.jpg; exact taxon match; normalized to local JPEG without EXIF."
species-image:Дневной павлиний глаз,species_image,species catalog,Дневной павлиний глаз,Aglais,backend/media/species/aglais-io.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Inachis_io_Lill-Jansskogen.JPG/960px-Inachis_io_Lill-Jansskogen.JPG,https://commons.wikimedia.org/wiki/File:Inachis_io_Lill-Jansskogen.JPG,Korall,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Inachis io Lill-Jansskogen.JPG; exact taxon match; normalized to local JPEG without EXIF.
species-image:Дозорщик император,species_image,species catalog,Дозорщик император,Anax,backend/media/species/anax-imperator.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Anax_imperator_qtl2.jpg/960px-Anax_imperator_qtl2.jpg,https://commons.wikimedia.org/wiki/File:Anax_imperator_qtl2.jpg,Quartl,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Anax imperator qtl2.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Дровосек кожевенник,species_image,species catalog,Дровосек кожевенник,Prionus,backend/media/species/prionus-coriarius.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Prionus_coriarius_080725.jpg/960px-Prionus_coriarius_080725.jpg,https://commons.wikimedia.org/wiki/File:Prionus_coriarius_080725.jpg,"Accipiter, (R. Altenkamp, Berlin)",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Prionus coriarius 080725.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Жук мягкотелка,species_image,species catalog,Жук мягкотелка,Cantharidae,backend/media/species/cantharidae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Chauliognathus_lugubris.jpg/960px-Chauliognathus_lugubris.jpg,https://commons.wikimedia.org/wiki/File:Chauliognathus_lugubris.jpg,fir0002 flagstaffotos [at] gmail.com Canon 20D + Sigma 150mm f/2.8,GFDL 1.2,http://www.gnu.org/licenses/old-licenses/fdl-1.2.html,yes,verified,medium,use,no,Wikidata P18; Wikimedia Commons file File:Chauliognathus lugubris.jpg; representative image for non-binomial catalog taxon; normalized to local JPEG without EXIF.
species-image:Жук-носорог,species_image,species catalog,Жук-носорог,Oryctes,backend/media/species/oryctes-nasicornis.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Oryctes_nasicornis-002.jpg/960px-Oryctes_nasicornis-002.jpg,https://commons.wikimedia.org/wiki/File:Oryctes_nasicornis-002.jpg,Hectonichus,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Oryctes nasicornis-002.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Жук-плавунец широчайший,species_image,species catalog,Жук-плавунец широчайший,Dytiscus latissimus,backend/media/species/dytiscus-latissimus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Dytiscidae_-_Dytiscus_latissimus.JPG/960px-Dytiscidae_-_Dytiscus_latissimus.JPG,https://commons.wikimedia.org/wiki/File:Dytiscidae_-_Dytiscus_latissimus.JPG,Hectonichus,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Dytiscidae - Dytiscus latissimus.JPG; exact taxon match; normalized to local JPEG without EXIF.
species-image:Клоп солдат,species_image,species catalog,Клоп солдат,Pyrrhocoris,backend/media/species/pyrrhocoris-apterus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Zapatero_%28Pyrrhocoris_apterus%29%2C_Hartelholz%2C_M%C3%BAnich%2C_Alemania%2C_2020-06-28%2C_DD_362-382_FS.jpg/960px-Zapatero_%28Pyrrhocoris_apterus%29%2C_Hartelholz%2C_M%C3%BAnich%2C_Alemania%2C_2020-06-28%2C_DD_362-382_FS.jpg,"https://commons.wikimedia.org/wiki/File:Zapatero_(Pyrrhocoris_apterus),_Hartelholz,_M%C3%BAnich,_Alemania,_2020-06-28,_DD_362-382_FS.jpg",Diego Delso,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,"Wikidata P18; Wikimedia Commons file File:Zapatero (Pyrrhocoris apterus), Hartelholz, Múnich, Alemania, 2020-06-28, DD 362-382 FS.jpg; exact taxon match; normalized to local JPEG without EXIF."
species-image:Короед,species_image,species catalog,Короед,Scolytinae,backend/media/species/scolytinae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Dendroctonus_micans_%2821931043154%29.jpg/960px-Dendroctonus_micans_%2821931043154%29.jpg,https://commons.wikimedia.org/wiki/File:Dendroctonus_micans_(21931043154).jpg,"Gilles San Martin from Namur, Belgium",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,yes,verified,medium,use,no,Wikidata P18; Wikimedia Commons file File:Dendroctonus micans (21931043154).jpg; representative image for non-binomial catalog taxon; normalized to local JPEG without EXIF.
species-image:Коромысло зелёное,species_image,species catalog,Коромысло зелёное,Aeshna viridis,backend/media/species/aeshna-viridis.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Aeshna_viridis_male_2534.jpg/960px-Aeshna_viridis_male_2534.jpg,https://commons.wikimedia.org/wiki/File:Aeshna_viridis_male_2534.jpg,G. U. Tolkiehn,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Aeshna viridis male 2534.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Красотка-девушка,species_image,species catalog,Красотка-девушка,Calopteryx,backend/media/species/calopteryx-virgo.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Beautiful_Demoiselle_Calopteryx_virgo.jpg/960px-Beautiful_Demoiselle_Calopteryx_virgo.jpg,https://commons.wikimedia.org/wiki/File:Beautiful_Demoiselle_Calopteryx_virgo.jpg,Richard Bartz,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Beautiful Demoiselle Calopteryx virgo.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Листоед роди,species_image,species catalog,Листоед роди,Chrysolina,backend/media/species/chrysolina.jpg,https://upload.wikimedia.org/wikipedia/commons/2/26/Chrysolina_staphylaea1.jpg,https://commons.wikimedia.org/wiki/File:Chrysolina_staphylaea1.jpg,"This image is created by user Dick Belgers at Waarneming.nl, a source of nature observations in the Netherlands.",CC BY 3.0,https://creativecommons.org/licenses/by/3.0,yes,verified,medium,use,no,Wikidata P18; Wikimedia Commons file File:Chrysolina staphylaea1.jpg; representative image for non-binomial catalog taxon; normalized to local JPEG without EXIF.
species-image:Малиновая ленточница,species_image,species catalog,Малиновая ленточница,Catocala,backend/media/species/catocala-sponsa.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Catocala_sponsa.jpg/960px-Catocala_sponsa.jpg,https://commons.wikimedia.org/wiki/File:Catocala_sponsa.jpg,"Donald Hobern from Canberra, Australia",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,yes,verified,low,use,no,Commons search; Wikimedia Commons file File:Catocala sponsa.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Махаон,species_image,species catalog,Махаон,Papilio machaon,backend/media/species/papilio-machaon.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/%28MHNT%29_Papilio_machaon_-_Ch%C4%99ciny_%28Mazovie%29_-_Poland_-_male.jpg/960px-%28MHNT%29_Papilio_machaon_-_Ch%C4%99ciny_%28Mazovie%29_-_Poland_-_male.jpg,https://commons.wikimedia.org/wiki/File:(MHNT)_Papilio_machaon_-_Ch%C4%99ciny_(Mazovie)_-_Poland_-_male.jpg,Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:(MHNT) Papilio machaon - Chęciny (Mazovie) - Poland - male.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Медведица гера,species_image,species catalog,Медведица гера,Callimorpha,backend/media/species/euplagia-quadripunctaria.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/0_%C3%89caille_chin%C3%A9e_-_Euplagia_quadripunctaria_-_Havr%C3%A9%2C_Begique_%283%29.JPG/960px-0_%C3%89caille_chin%C3%A9e_-_Euplagia_quadripunctaria_-_Havr%C3%A9%2C_Begique_%283%29.JPG,"https://commons.wikimedia.org/wiki/File:0_%C3%89caille_chin%C3%A9e_-_Euplagia_quadripunctaria_-_Havr%C3%A9,_Begique_(3).JPG",Jean-Pol GRANDMONT,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,yes,verified,low,use,no,"Wikidata P18; Wikimedia Commons file File:0 Écaille chinée - Euplagia quadripunctaria - Havré, Begique (3).JPG; exact taxon match; normalized to local JPEG without EXIF."
species-image:Медведица госпожа,species_image,species catalog,Медведица госпожа,Callimorpha dominula,backend/media/species/callimorpha-dominula.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Callimorpha.dominula.jpg/960px-Callimorpha.dominula.jpg,https://commons.wikimedia.org/wiki/File:Callimorpha.dominula.jpg,Emanresu,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Callimorpha.dominula.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Медведица четырёхточечная,species_image,species catalog,Медведица четырёхточечная,Euplagia quadripunctaria,backend/media/species/euplagia-quadripunctaria-2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/0_%C3%89caille_chin%C3%A9e_-_Euplagia_quadripunctaria_-_Havr%C3%A9%2C_Begique_%283%29.JPG/960px-0_%C3%89caille_chin%C3%A9e_-_Euplagia_quadripunctaria_-_Havr%C3%A9%2C_Begique_%283%29.JPG,"https://commons.wikimedia.org/wiki/File:0_%C3%89caille_chin%C3%A9e_-_Euplagia_quadripunctaria_-_Havr%C3%A9,_Begique_(3).JPG",Jean-Pol GRANDMONT,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,yes,verified,low,use,no,"Wikidata P18; Wikimedia Commons file File:0 Écaille chinée - Euplagia quadripunctaria - Havré, Begique (3).JPG; exact taxon match; normalized to local JPEG without EXIF."
species-image:Мелангрия галатея,species_image,species catalog,Мелангрия галатея,Melanargia galathea,backend/media/species/melanargia-galathea-2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Melanargia_galathea_MHNT_ventre.jpg/960px-Melanargia_galathea_MHNT_ventre.jpg,https://commons.wikimedia.org/wiki/File:Melanargia_galathea_MHNT_ventre.jpg,Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Melanargia galathea MHNT ventre.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Мраморный хрущ,species_image,species catalog,Мраморный хрущ,Polyphylla,backend/media/species/polyphylla-fullo.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Polyphylla_fullo.jpg/960px-Polyphylla_fullo.jpg,https://commons.wikimedia.org/wiki/File:Polyphylla_fullo.jpg,Francesco Bellamoli,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Polyphylla fullo.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Муравьи,species_image,species catalog,Муравьи,Formicidae,backend/media/species/formicidae.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Meat_eater_ant_feeding_on_honey02.jpg/960px-Meat_eater_ant_feeding_on_honey02.jpg,https://commons.wikimedia.org/wiki/File:Meat_eater_ant_feeding_on_honey02.jpg,fir0002 flagstaffotos [at] gmail.com Canon 20D + Sigma 150mm f/2.8,GFDL 1.2,http://www.gnu.org/licenses/old-licenses/fdl-1.2.html,yes,verified,medium,use,no,Wikidata P18; Wikimedia Commons file File:Meat eater ant feeding on honey02.jpg; representative image for non-binomial catalog taxon; normalized to local JPEG without EXIF.
species-image:Неполнокрыл большой,species_image,species catalog,Неполнокрыл большой,Necydalis,backend/media/species/necydalis-major.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a6/Necydalis_major.jpg,https://commons.wikimedia.org/wiki/File:Necydalis_major.jpg,G.G. Yakobson,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Necydalis major.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Обыкновенный языкан,species_image,species catalog,Обыкновенный языкан,Macroglossum,backend/media/species/macroglossum-stellatarum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Macroglossum_stellatarum_%283%29.jpg/960px-Macroglossum_stellatarum_%283%29.jpg,https://commons.wikimedia.org/wiki/File:Macroglossum_stellatarum_(3).jpg,Thomas Bresson,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Macroglossum stellatarum (3).jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Падуболистный коконопряд,species_image,species catalog,Падуболистный коконопряд,Gastropacha,backend/media/species/gastropacha-quercifolia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Gastropacha_quercifolia_1%28loz%29.jpg/960px-Gastropacha_quercifolia_1%28loz%29.jpg,https://commons.wikimedia.org/wiki/File:Gastropacha_quercifolia_1(loz).jpg,Loz (L. B. Tettenborn),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Commons search; Wikimedia Commons file File:Gastropacha quercifolia 1(loz).jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Пахучий красотел,species_image,species catalog,Пахучий красотел,Calosoma,backend/media/species/calosoma-sycophanta.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Calosoma_sycophanta_b2.jpg/960px-Calosoma_sycophanta_b2.jpg,https://commons.wikimedia.org/wiki/File:Calosoma_sycophanta_b2.jpg,Siga,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Calosoma sycophanta b2.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Перевязанная стрекоза,species_image,species catalog,Перевязанная стрекоза,Sympetrum,backend/media/species/sympetrum-pedemontanum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/SympetrumPedemontanumFemale.jpg/960px-SympetrumPedemontanumFemale.jpg,https://commons.wikimedia.org/wiki/File:SympetrumPedemontanumFemale.jpg,Christian Fischer,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:SympetrumPedemontanumFemale.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Прозерпина,species_image,species catalog,Прозерпина,Proserpinus,backend/media/species/proserpinus-proserpina.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Proserpinus_proserpina_MHNT_CUT_2010_0_495_L%27Argenti%C3%A8re-la-Bess%C3%A9e_Hautes-Alpes%2C_France_-_female.jpg/960px-Proserpinus_proserpina_MHNT_CUT_2010_0_495_L%27Argenti%C3%A8re-la-Bess%C3%A9e_Hautes-Alpes%2C_France_-_female.jpg,"https://commons.wikimedia.org/wiki/File:Proserpinus_proserpina_MHNT_CUT_2010_0_495_L%27Argenti%C3%A8re-la-Bess%C3%A9e_Hautes-Alpes,_France_-_female.jpg",Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,"Wikidata P18; Wikimedia Commons file File:Proserpinus proserpina MHNT CUT 2010 0 495 L'Argentière-la-Bessée Hautes-Alpes, France - female.jpg; exact taxon match; normalized to local JPEG without EXIF."
species-image:Пчела-плотник,species_image,species catalog,Пчела-плотник,Xylocopa valga,backend/media/species/xylocopa-valga.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Xylocopa_valga_fem.jpg,https://commons.wikimedia.org/wiki/File:Xylocopa_valga_fem.jpg,Hugues Mouret,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Xylocopa valga fem.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Серый рофитоидес,species_image,species catalog,Серый рофитоидес,Rophitoides,,,,,,,no,needs_permission,high,remove_until_permission,yes,No conservative licensed replacement found automatically for search taxon 'Rophitoides canus'; get written permission or pick a licensed replacement manually.
species-image:Сиреневый бражник,species_image,species catalog,Сиреневый бражник,Sphinx,backend/media/species/sphinx-ligustri.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Sphinx_ligustri_-_Ligusterschw%C3%A4rmer_%281%29.jpg/960px-Sphinx_ligustri_-_Ligusterschw%C3%A4rmer_%281%29.jpg,https://commons.wikimedia.org/wiki/File:Sphinx_ligustri_-_Ligusterschw%C3%A4rmer_(1).jpg,ErRu,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Sphinx ligustri - Ligusterschwärmer (1).jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Скабиозовая шмелевидка,species_image,species catalog,Скабиозовая шмелевидка,Hemaris,backend/media/species/hemaris-tityus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Hemaris_tityus_-_MHNT_CUT_2010_0_510_-_Strasbourg_France_-_female.jpg/960px-Hemaris_tityus_-_MHNT_CUT_2010_0_510_-_Strasbourg_France_-_female.jpg,https://commons.wikimedia.org/wiki/File:Hemaris_tityus_-_MHNT_CUT_2010_0_510_-_Strasbourg_France_-_female.jpg,Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Hemaris tityus - MHNT CUT 2010 0 510 - Strasbourg France - female.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Сколия гигант,species_image,species catalog,Сколия гигант,Megasscolia,backend/media/species/megascolia-maculata.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Mammoth_wasp_%28Megascolia_maculata%29.jpg/960px-Mammoth_wasp_%28Megascolia_maculata%29.jpg,https://commons.wikimedia.org/wiki/File:Mammoth_wasp_(Megascolia_maculata).jpg,MelnykSerg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Commons search; Wikimedia Commons file File:Mammoth wasp (Megascolia maculata).jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Средний винный бражник,species_image,species catalog,Средний винный бражник,Deilephila,backend/media/species/deilephila-porcellus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Deilephila_porcellus_%287484889294%29.jpg/960px-Deilephila_porcellus_%287484889294%29.jpg,https://commons.wikimedia.org/wiki/File:Deilephila_porcellus_(7484889294).jpg,Ben Sale from UK,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Deilephila porcellus (7484889294).jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Степная дыбка,species_image,species catalog,Степная дыбка,Saga,backend/media/species/saga-pedo.jpg,https://upload.wikimedia.org/wikipedia/commons/5/53/Saga_2004_7_CB.jpg,https://commons.wikimedia.org/wiki/File:Saga_2004_7_CB.jpg,Christophe Bernier,Public domain,,no,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Saga 2004 7 CB.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Тополевый ленточник,species_image,species catalog,Тополевый ленточник,Limenitis,backend/media/species/limenitis-populi.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Limenitis_populi_MHNT_CUT_2013_316_Condat_%28Cantal%29.jpg/960px-Limenitis_populi_MHNT_CUT_2013_316_Condat_%28Cantal%29.jpg,https://commons.wikimedia.org/wiki/File:Limenitis_populi_MHNT_CUT_2013_316_Condat_(Cantal).jpg,Didier Descouens,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Limenitis populi MHNT CUT 2013 316 Condat (Cantal).jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Усач мускусный,species_image,species catalog,Усач мускусный,Aromia,backend/media/species/aromia-moschata.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Aromia_moschata_on_Heracleum_sphondylium_01.jpg/960px-Aromia_moschata_on_Heracleum_sphondylium_01.jpg,https://commons.wikimedia.org/wiki/File:Aromia_moschata_on_Heracleum_sphondylium_01.jpg,Sinikka Halme,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Aromia moschata on Heracleum sphondylium 01.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Фиолетовая жужелица,species_image,species catalog,Фиолетовая жужелица,Carabus,backend/media/species/carabus-violaceus.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Biegacz_fioletowy_Carabus_violaceus_1.jpg/960px-Biegacz_fioletowy_Carabus_violaceus_1.jpg,https://commons.wikimedia.org/wiki/File:Biegacz_fioletowy_Carabus_violaceus_1.jpg,Wikimedia Commons contributor,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,yes,verified,low,use,no,Wikidata P18; Wikimedia Commons file File:Biegacz fioletowy Carabus violaceus 1.jpg; exact taxon match; normalized to local JPEG without EXIF.
species-image:Хейлозия Кузнецовой,species_image,species catalog,Хейлозия Кузнецовой,Cheilosia,backend/media/species/cheilosia.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4b/Cheilosia.albipila.male.jpg,https://commons.wikimedia.org/wiki/File:Cheilosia.albipila.male.jpg,James K. Lindsey,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,yes,verified,medium,use,no,Wikidata P18; Wikimedia Commons file File:Cheilosia.albipila.male.jpg; representative image for non-binomial catalog taxon; normalized to local JPEG without EXIF.
species-image:Черная долгоножка,species_image,species catalog,Черная долгоножка,Tanyptera,backend/media/species/tanyptera-atrata.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Giant_sabre_comb_cranefly_%28Tanyptera_atrata%29_male.jpg/960px-Giant_sabre_comb_cranefly_%28Tanyptera_atrata%29_male.jpg,https://commons.wikimedia.org/wiki/File:Giant_sabre_comb_cranefly_(Tanyptera_atrata)_male.jpg,Charles J. Sharp,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,yes,verified,low,use,no,Commons search; Wikimedia Commons file File:Giant sabre comb cranefly (Tanyptera atrata) male.jpg; exact taxon match; normalized to local JPEG without EXIF.
